CAMPUS	ALLRTF	CAD_MATH	CAD_PROGRESS	CAD_READ	CAMPNAME	CFLAEATYPE	CFLAEC	CFLALTED	CFLCHART	CFLDAEP	CFLEEK	CFLJJ	CFLNEWCAMP	CFLPAIR	CFLPAIRD	CFLPAIRO	CFLRTF	CI1	CI1_CUT	CI1_MAXPTS	CI1_MET	CI1_TOTPTS	CI2	CI2_CUT	CI2_MAXPTS	CI2_MET	CI2_TOTPTS	CI3	CI3_CUT	CI3_MAXPTS	CI3_MET	CI3_TOTPTS	CI4	CI4_CUT	CI4_MAXPTS	CI4_MET	CI4_TOTPTS	CNTYNAME	COUNTY	CPEMALLC	CPEMALLP	CPEMALLT	CPETALLC	CPETECOC	CPETECOP	CPETLEPC	CPETLEPP	C_RATING	C_UPDATE	DISTNAME	GRDHIGH	GRDLOW	GRDSPAN	GRDTYPE	PAIRCAMP	PAIRNAME	REGION	REGNNAME	RFTED
057910104	N	0	0	1	DANIELS EL	 	N	N	N	N	N	N	N	N	N	N	N	65	50	609	Y	396	39	30	1400	Y	541	62	55	1000	Y	623	.	75	.	 	.	DALLAS	057	188	31.4	599	610	544	89.2	205	33.6	M	 	GRAND PRAIRIE ISD	05	PK	PK - 05	E	 	 	10	REGION 10: RICHARDSON	 
057910106	N	1	1	1	FLORENCE HILL EL	 	N	N	N	N	N	N	N	N	N	N	N	83	50	577	Y	480	51	30	1200	Y	615	80	55	1000	Y	804	.	75	.	 	.	DALLAS	057	56	13.4	418	481	210	43.7	45	9.4	M	 	GRAND PRAIRIE ISD	05	EE	EE - 05	E	 	 	10	REGION 10: RICHARDSON	 
057910109	N	0	0	1	MILAM EL	 	N	N	N	N	N	N	N	N	N	N	N	63	50	558	Y	351	34	30	1000	Y	343	62	55	400	Y	249	.	75	.	 	.	DALLAS	057	117	22.2	528	603	550	91.2	270	44.8	M	 	GRAND PRAIRIE ISD	05	PK	PK - 05	E	 	 	10	REGION 10: RICHARDSON	 
057910113	N	0	0	0	EISENHOWER EL	 	N	N	N	N	N	N	N	N	N	N	N	67	50	696	Y	463	38	30	1400	Y	533	64	55	700	Y	449	.	75	.	 	.	DALLAS	057	104	17.6	591	703	544	77.4	292	41.5	M	 	GRAND PRAIRIE ISD	05	PK	PK - 05	E	 	 	10	REGION 10: RICHARDSON	 
057910116	N	0	0	0	JOHNSON EL	 	N	N	N	N	N	N	N	N	N	N	N	71	50	491	Y	350	46	30	800	Y	370	70	55	1000	Y	698	.	75	.	 	.	DALLAS	057	90	19.7	457	518	446	86.1	185	35.7	M	 	GRAND PRAIRIE ISD	05	PK	PK - 05	E	 	 	10	REGION 10: RICHARDSON	 
057910118	N	0	0	0	SAM RAYBURN EL	 	N	N	N	N	N	N	N	N	N	N	N	64	50	474	Y	301	33	30	1000	Y	329	64	55	600	Y	382	.	75	.	 	.	DALLAS	057	74	14.1	526	559	474	84.8	223	39.9	M	 	GRAND PRAIRIE ISD	04	KG	KG - 04	E	 	 	10	REGION 10: RICHARDSON	 
057910119	N	0	0	0	ZAVALA EL	 	N	N	N	N	N	N	N	N	N	N	N	74	50	604	Y	445	44	30	1200	Y	522	71	55	1000	Y	709	.	75	.	 	.	DALLAS	057	44	11	400	471	323	68.6	139	29.5	M	 	GRAND PRAIRIE ISD	05	EE	EE - 05	E	 	 	10	REGION 10: RICHARDSON	 
057910120	N	0	0	0	DICKINSON EL	 	N	N	N	N	N	N	N	N	N	N	N	67	50	500	Y	334	38	30	800	Y	303	68	55	900	Y	615	.	75	.	 	.	DALLAS	057	39	10.2	381	431	282	65.4	120	27.8	M	 	GRAND PRAIRIE ISD	05	PK	PK - 05	E	 	 	10	REGION 10: RICHARDSON	 
057910121	N	1	0	0	JOHN GARNER EL	 	N	N	N	N	N	N	N	N	N	N	N	83	50	701	Y	585	44	30	1600	Y	706	81	55	1000	Y	811	.	75	.	 	.	DALLAS	057	50	11.1	450	542	246	45.4	49	9	M	 	GRAND PRAIRIE ISD	05	KG	KG - 05	E	 	 	10	REGION 10: RICHARDSON	 
057910122	N	0	0	0	BARBARA BUSH EL	 	N	N	N	N	N	N	N	N	N	N	N	73	50	580	Y	424	37	30	1000	Y	373	71	55	900	Y	639	.	75	.	 	.	DALLAS	057	74	15.1	491	568	445	78.3	200	35.2	M	 	GRAND PRAIRIE ISD	05	PK	PK - 05	E	 	 	10	REGION 10: RICHARDSON	 
057910123	N	1	1	1	COLIN POWELL EL	 	N	N	N	N	N	N	N	N	N	Y	N	91	50	668	Y	610	55	30	1600	Y	876	87	55	1100	Y	960	.	75	.	 	.	DALLAS	057	35	8.3	424	500	154	30.8	38	7.6	M	 	GRAND PRAIRIE ISD	05	KG	KG - 05	E	 	 	10	REGION 10: RICHARDSON	 
057910124	N	1	0	0	HECTOR P GARCIA EL	 	N	N	N	N	N	N	N	N	N	N	N	72	50	348	Y	250	40	30	600	Y	240	71	55	300	Y	213	.	75	.	 	.	DALLAS	057	65	15.2	429	600	539	89.8	370	61.7	M	 	GRAND PRAIRIE ISD	04	EE	EE - 04	E	 	 	10	REGION 10: RICHARDSON	 
057910125	N	0	0	1	SALLYE MOORE EL	 	N	N	N	N	N	N	N	N	N	N	N	76	50	621	Y	475	38	30	1200	Y	460	71	55	1000	Y	709	.	75	.	 	.	DALLAS	057	74	15.2	488	574	388	67.6	96	16.7	M	 	GRAND PRAIRIE ISD	05	PK	PK - 05	E	 	 	10	REGION 10: RICHARDSON	 
057910126	N	0	0	0	ERVIN C WHITT EL	 	N	N	N	N	N	N	N	N	N	N	N	82	50	709	Y	581	43	30	1800	Y	777	80	55	1000	Y	797	.	75	.	 	.	DALLAS	057	63	13.2	477	597	420	70.4	154	25.8	M	 	GRAND PRAIRIE ISD	05	EE	EE - 05	E	 	 	10	REGION 10: RICHARDSON	 
057910127	N	0	0	0	TRAVIS EL	 	N	N	N	N	N	N	N	N	N	N	N	63	50	365	Y	229	25	30	1000	N	248	60	55	300	Y	179	.	75	.	 	.	DALLAS	057	65	13.7	474	595	519	87.2	354	59.5	I	 	GRAND PRAIRIE ISD	05	PK	PK - 05	E	 	 	10	REGION 10: RICHARDSON	 
057910128	N	0	0	0	JUAN SEGUIN EL	 	N	N	N	N	N	N	N	N	N	N	N	72	50	516	Y	372	32	30	800	Y	256	77	55	400	Y	306	.	75	.	 	.	DALLAS	057	65	12.7	513	523	437	83.6	196	37.5	M	 	GRAND PRAIRIE ISD	05	EE	EE - 05	E	 	 	10	REGION 10: RICHARDSON	 
057910129	N	0	0	0	THURGOOD MARSHALL EL	 	N	N	N	N	N	N	N	N	N	N	N	83	50	610	Y	505	42	30	1200	Y	504	80	55	1000	Y	796	.	75	.	 	.	DALLAS	057	64	14.6	439	536	371	69.2	136	25.4	M	 	GRAND PRAIRIE ISD	05	PK	PK - 05	E	 	 	10	REGION 10: RICHARDSON	 
057910130	N	0	0	0	MIKE MOSELEY EL	 	N	N	N	N	N	N	N	N	N	N	N	82	50	640	Y	527	41	30	1600	Y	653	80	55	1100	Y	880	.	75	.	 	.	DALLAS	057	60	13.5	445	587	321	54.7	105	17.9	M	 	GRAND PRAIRIE ISD	05	PK	PK - 05	E	 	 	10	REGION 10: RICHARDSON	 
057910131	N	0	0	0	HOBBS WILLIAMS EL	 	N	N	N	N	N	N	N	N	N	N	N	59	50	485	Y	287	27	30	1000	N	268	52	55	500	N	262	.	75	.	 	.	DALLAS	057	121	21.5	562	622	511	82.2	227	36.5	I	 	GRAND PRAIRIE ISD	04	KG	KG - 04	E	 	 	10	REGION 10: RICHARDSON	 
057910132	N	0	0	0	LEE EL	 	N	N	N	N	N	N	N	N	N	N	N	66	50	848	Y	558	27	30	1400	N	377	63	55	1000	Y	629	.	75	.	 	.	DALLAS	057	209	28.3	739	768	706	91.9	303	39.5	I	 	GRAND PRAIRIE ISD	05	KG	KG - 05	E	 	 	10	REGION 10: RICHARDSON	 
057910133	N	0	1	1	CROCKETT 5TH GRADE CENTER	 	N	N	N	N	N	N	N	N	N	N	N	85	50	1373	Y	1163	52	30	1400	Y	729	85	55	900	Y	768	.	75	.	 	.	DALLAS	057	84	14.7	572	487	444	91.2	226	46.4	M	 	GRAND PRAIRIE ISD	05	05	05 - 05	E	 	 	10	REGION 10: RICHARDSON	 
057910134	N	 	 	 	BONHAM EC	 	N	N	N	N	Y	N	N	A	N	N	N	.	.	.	P	.	.	30	0	P	.	.	.	0	P	.	.	.	.	P	.	DALLAS	057	.	.	.	330	264	80	164	49.7	M	 	GRAND PRAIRIE ISD	PK	EE	EE - PK	E	057910123	COLIN POWELL EL	10	REGION 10: RICHARDSON	 
057911001	N	1	1	1	HIGHLAND PARK H S	 	N	N	N	N	N	N	N	N	N	N	N	98	50	7091	Y	6939	37	17	1800	Y	671	98	55	1000	Y	975	96	75	600	Y	576.7	DALLAS	057	81	3.9	2063	2045	0	0	5	0.2	M	 	HIGHLAND PARK ISD	12	09	09 - 12	S	 	 	10	REGION 10: RICHARDSON	 
057911041	N	0	0	0	HIGHLAND PARK MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	96	50	3769	Y	3622	44	29	1800	Y	786	95	55	800	Y	763	.	75	.	 	.	DALLAS	057	21	2	1049	1107	0	0	3	0.3	M	 	HIGHLAND PARK ISD	08	07	07 - 08	M	 	 	10	REGION 10: RICHARDSON	 
057911101	N	0	0	0	ARMSTRONG ELEMENTARY	 	N	N	N	N	N	N	N	N	N	N	N	95	50	565	Y	535	32	30	800	Y	258	96	55	300	Y	287	.	75	.	 	.	DALLAS	057	33	6.7	494	569	0	0	6	1.1	M	 	HIGHLAND PARK ISD	04	KG	KG - 04	E	 	 	10	REGION 10: RICHARDSON	 
057911102	N	0	0	0	BRADFIELD ELEMENTARY	 	N	N	N	N	N	N	N	N	N	N	N	97	50	677	Y	659	44	30	800	Y	349	98	55	300	Y	294	.	75	.	 	.	DALLAS	057	26	4.7	554	686	0	0	2	0.3	M	 	HIGHLAND PARK ISD	04	EE	EE - 04	E	 	 	10	REGION 10: RICHARDSON	 
057911103	N	0	0	1	HYER EL	 	N	N	N	N	N	N	N	N	N	N	N	98	50	696	Y	679	47	30	800	Y	375	.	55	0	Z	.	.	75	.	 	.	DALLAS	057	8	1.4	568	700	0	0	0	0	M	 	HIGHLAND PARK ISD	04	KG	KG - 04	E	 	 	10	REGION 10: RICHARDSON	 
057911104	N	0	0	1	UNIVERSITY PARK ELEMENTARY	 	N	N	N	N	N	N	N	N	N	N	N	98	50	674	Y	663	43	30	800	Y	341	99	55	300	Y	297	.	75	.	 	.	DALLAS	057	16	2.8	571	693	0	0	28	4	M	 	HIGHLAND PARK ISD	04	KG	KG - 04	E	 	 	10	REGION 10: RICHARDSON	 
057911105	N	1	1	1	MCCULLOCH INTERMEDIATE SCHOOL	 	N	N	N	N	N	N	N	N	N	N	N	96	50	2539	Y	2441	53	29	2000	Y	1057	95	55	500	Y	476	.	75	.	 	.	DALLAS	057	25	2.4	1054	1028	0	0	8	0.8	M	 	HIGHLAND PARK ISD	06	05	05 - 06	M	 	 	10	REGION 10: RICHARDSON	 
057912002	N	1	0	1	IRVING H S	 	N	N	N	N	N	N	N	N	N	N	N	70	50	7325	Y	5119	20	17	2000	Y	403	73	55	1500	Y	1095	83	75	1000	Y	832.5	DALLAS	057	529	20.6	2574	2295	1862	81.1	581	25.3	M	 	IRVING ISD	12	09	09 - 12	S	 	 	10	REGION 10: RICHARDSON	 
057912003	N	0	0	0	MACARTHUR H S	 	N	N	N	N	N	N	N	N	N	N	N	72	50	8463	Y	6120	22	17	2800	Y	622	71	55	1500	Y	1065	86	75	1200	Y	1027.3	DALLAS	057	566	19.6	2886	2629	1750	66.6	422	16.1	M	 	IRVING ISD	12	09	09 - 12	S	 	 	10	REGION 10: RICHARDSON	 
057912004	N	0	0	0	NIMITZ H S	 	N	N	N	N	N	N	N	N	N	N	N	68	50	7808	Y	5274	15	17	2400	N	371	69	55	1500	Y	1038	86	75	1200	Y	1026.9	DALLAS	057	486	18.5	2633	2422	1758	72.6	439	18.1	I	 	IRVING ISD	12	09	09 - 12	S	 	 	10	REGION 10: RICHARDSON	 
057912005	N	 	 	 	BARBARA CARDWELL CAREER PREPARATOR	AEC OF CHOICE	Y	Y	N	N	N	N	N	N	N	N	N	58	25	507	Y	293	13	9	600	Y	78	65	30	500	Y	324	100	45	400	Y	284.4	DALLAS	057	421	69.4	607	382	283	74.1	78	20.4	A	 	IRVING ISD	12	08	08 - 12	S	 	 	10	REGION 10: RICHARDSON	 
057912006	N	1	0	1	JACK E SINGLEY ACADEMY	 	N	N	N	N	N	N	N	N	N	N	N	73	50	5785	Y	4246	20	17	2200	Y	449	79	55	1500	Y	1178	92	75	900	Y	825.9	DALLAS	057	132	7.7	1716	1676	1292	77.1	267	15.9	M	 	IRVING ISD	12	09	09 - 12	S	 	 	10	REGION 10: RICHARDSON	 
057912007	N	 	 	 	DALLAS CO SCHOOL FOR ACCELERATED L	 	N	N	N	N	N	Y	N	N	N	N	N	.	50	.	X	.	.	.	0	X	.	.	55	0	X	.	.	75	.	X	.	DALLAS	057	60	100	60	13	6	46.2	3	23.1	X	 	IRVING ISD	12	07	07 - 12	S	 	 	10	REGION 10: RICHARDSON	 
057912020	N	0	 	0	WHEELER TRANSITIONAL AND DEVELOPME	 	N	N	N	N	N	N	N	N	N	N	N	54	50	35	Y	19	.	17	0	Z	.	39	55	200	N	78	55	75	100	N	54.5	DALLAS	057	27	65.9	41	18	9	50	2	11.1	I	 	IRVING ISD	12	06	06 - 12	B	 	 	10	REGION 10: RICHARDSON	 
057912041	N	0	1	0	BOWIE MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	68	50	2642	Y	1802	42	29	2000	Y	840	71	55	1200	Y	852	.	75	.	Z	.	DALLAS	057	136	13.3	1025	928	824	88.8	291	31.4	M	 	IRVING ISD	09	06	06 - 09	M	 	 	10	REGION 10: RICHARDSON	 
057912042	N	0	0	0	CROCKETT MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	62	50	2103	Y	1311	29	29	1600	Y	467	70	55	1400	Y	974	.	75	.	 	.	DALLAS	057	168	22.8	736	767	634	82.7	262	34.2	M	 	IRVING ISD	08	06	06 - 08	M	 	 	10	REGION 10: RICHARDSON	 
057912043	N	1	0	1	TRAVIS MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	66	50	3024	Y	2007	32	29	2400	Y	776	66	55	1500	Y	994	.	75	.	 	.	DALLAS	057	142	12.6	1127	1061	784	73.9	233	22	M	 	IRVING ISD	08	06	06 - 08	M	 	 	10	REGION 10: RICHARDSON	 
057912044	N	0	0	0	LAMAR MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	69	50	2639	Y	1834	36	29	1600	Y	573	70	55	700	Y	493	.	75	.	 	.	DALLAS	057	134	13	1031	909	695	76.5	208	22.9	M	 	IRVING ISD	08	06	06 - 08	M	 	 	10	REGION 10: RICHARDSON	 
057912045	N	1	0	0	AUSTIN MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	60	50	2642	Y	1584	32	29	1200	Y	382	66	55	900	Y	590	.	75	.	 	.	DALLAS	057	135	13.2	1025	928	859	92.6	418	45	M	 	IRVING ISD	08	06	06 - 08	M	 	 	10	REGION 10: RICHARDSON	 
057912046	N	1	0	1	HOUSTON MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	69	50	2646	Y	1835	38	29	2200	Y	841	69	55	1500	Y	1039	.	75	.	 	.	DALLAS	057	230	20.5	1121	971	798	82.2	177	18.2	M	 	IRVING ISD	08	06	06 - 08	M	 	 	10	REGION 10: RICHARDSON	 
057912048	N	0	0	0	LORENZO DE ZAVALA MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	67	50	2408	Y	1604	30	29	1600	Y	479	73	55	1200	Y	874	.	75	.	 	.	DALLAS	057	120	12.3	975	839	721	85.9	267	31.8	M	 	IRVING ISD	08	06	06 - 08	M	 	 	10	REGION 10: RICHARDSON	 
057912050	N	0	0	0	LADY BIRD JOHNSON MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	59	50	2762	Y	1618	32	29	2000	Y	636	55	55	1500	Y	831	.	75	.	 	.	DALLAS	057	161	15.5	1036	986	779	79	253	25.7	M	 	IRVING ISD	08	06	06 - 08	M	 	 	10	REGION 10: RICHARDSON	 
057912101	N	0	0	0	BARTON EL	 	N	N	N	N	N	N	N	N	N	N	N	57	50	814	Y	466	33	30	1200	Y	401	61	55	800	Y	491	.	75	.	 	.	DALLAS	057	89	12.2	729	811	713	87.9	540	66.6	M	 	IRVING ISD	05	KG	KG - 05	E	 	 	10	REGION 10: RICHARDSON	 
057912102	N	0	0	0	BROWN EL	 	N	N	N	N	N	N	N	N	N	N	N	58	50	939	Y	541	42	30	1200	Y	505	60	55	1000	Y	598	.	75	.	 	.	DALLAS	057	137	17.1	802	873	778	89.1	425	48.7	M	 	IRVING ISD	05	KG	KG - 05	E	 	 	10	REGION 10: RICHARDSON	 
057912103	N	0	0	0	BRITAIN EL	 	N	N	N	N	N	N	N	N	N	N	N	57	50	850	Y	486	39	30	1000	Y	385	58	55	400	Y	233	.	75	.	 	.	DALLAS	057	142	19.5	728	730	658	90.1	430	58.9	M	 	IRVING ISD	05	EE	EE - 05	E	 	 	10	REGION 10: RICHARDSON	 
057912104	N	0	 	0	WHEELER TRANSITIONAL AND DEVELOPME	 	N	N	N	N	N	N	N	N	N	N	N	20	50	25	N	5	.	30	0	Z	.	25	55	200	N	50	.	75	.	 	.	DALLAS	057	15	51.7	29	19	14	73.7	1	5.3	I	 	IRVING ISD	05	01	01 - 05	E	 	 	10	REGION 10: RICHARDSON	 
057912105	N	0	0	0	GOOD EL	 	N	N	N	N	N	N	N	N	N	N	N	57	50	822	Y	470	31	30	1000	Y	305	58	55	700	Y	407	.	75	.	 	.	DALLAS	057	108	13.9	776	851	798	93.8	629	73.9	M	 	IRVING ISD	05	KG	KG - 05	E	 	 	10	REGION 10: RICHARDSON	 
057912106	N	0	0	0	HALEY J EL	 	N	N	N	N	N	N	N	N	N	Y	N	76	50	754	Y	572	41	30	800	Y	325	83	55	1000	Y	831	.	75	.	 	.	DALLAS	057	97	14.3	677	728	670	92	436	59.9	M	 	IRVING ISD	05	KG	KG - 05	E	 	 	10	REGION 10: RICHARDSON	 
057912107	N	1	1	1	HALEY T EL	 	N	N	N	N	N	N	N	N	N	Y	N	67	50	719	Y	484	46	30	1200	Y	548	66	55	1000	Y	659	.	75	.	 	.	DALLAS	057	193	26.7	723	768	617	80.3	241	31.4	M	 	IRVING ISD	05	KG	KG - 05	E	 	 	10	REGION 10: RICHARDSON	 
057912108	N	1	0	1	JOHNSTON EL	 	N	N	N	N	N	N	N	N	N	N	N	65	50	833	Y	543	44	30	1400	Y	622	68	55	900	Y	608	.	75	.	 	.	DALLAS	057	132	18.9	699	797	705	88.5	456	57.2	M	 	IRVING ISD	05	KG	KG - 05	E	 	 	10	REGION 10: RICHARDSON	 
057912109	N	0	0	0	KEYES EL	 	N	N	N	N	N	N	N	N	N	N	N	60	50	820	Y	496	27	30	1000	N	268	69	55	700	Y	481	.	75	.	 	.	DALLAS	057	109	14.4	756	812	741	91.3	616	75.9	I	 	IRVING ISD	05	KG	KG - 05	E	 	 	10	REGION 10: RICHARDSON	 
057912111	N	0	0	0	LEE EL	 	N	N	N	N	N	N	N	N	N	N	N	62	50	782	Y	481	35	30	1200	Y	417	60	55	1000	Y	600	.	75	.	 	.	DALLAS	057	172	23.5	733	725	582	80.3	226	31.2	M	 	IRVING ISD	05	KG	KG - 05	E	 	 	10	REGION 10: RICHARDSON	 
057912112	N	0	0	0	LIVELY EL	 	N	N	N	N	N	N	N	N	N	N	N	60	50	960	Y	580	37	30	1200	Y	446	60	55	1000	Y	604	.	75	.	 	.	DALLAS	057	138	16.7	826	879	769	87.5	513	58.4	M	 	IRVING ISD	05	KG	KG - 05	E	 	 	10	REGION 10: RICHARDSON	 
057912113	N	0	1	0	FARINE EL	 	N	N	N	N	N	N	N	N	N	N	N	67	50	718	Y	481	51	30	1200	Y	608	64	55	1000	Y	637	.	75	.	 	.	DALLAS	057	152	20.9	727	805	578	71.8	338	42	M	 	IRVING ISD	05	KG	KG - 05	E	 	 	10	REGION 10: RICHARDSON	 
057912114	N	0	0	0	SCHULZE EL	 	N	N	N	N	N	N	N	N	N	Y	N	61	50	804	Y	492	27	30	1200	N	328	74	55	800	Y	595	.	75	.	 	.	DALLAS	057	102	14.6	697	796	736	92.5	512	64.3	I	 	IRVING ISD	05	KG	KG - 05	E	 	 	10	REGION 10: RICHARDSON	 
057912116	N	0	0	0	BRANDENBURG EL	 	N	N	N	N	N	N	N	N	N	N	N	66	50	928	Y	609	32	30	1600	Y	508	69	55	800	Y	549	.	75	.	 	.	DALLAS	057	140	16.2	864	879	701	79.7	416	47.3	M	 	IRVING ISD	05	KG	KG - 05	E	 	 	10	REGION 10: RICHARDSON	 
057912118	N	0	0	1	ELLIOTT EL	 	N	N	N	N	N	N	N	N	N	N	N	65	50	871	Y	565	44	30	1400	Y	617	72	55	800	Y	572	.	75	.	 	.	DALLAS	057	62	9.9	627	720	580	80.6	359	49.9	M	 	IRVING ISD	05	KG	KG - 05	E	 	 	10	REGION 10: RICHARDSON	 
057912119	N	0	0	0	HANES EL	 	N	N	N	N	N	N	N	N	N	N	N	60	50	718	Y	430	43	30	1200	Y	512	64	55	900	Y	580	.	75	.	 	.	DALLAS	057	115	17.3	666	757	618	81.6	361	47.7	M	 	IRVING ISD	05	KG	KG - 05	E	 	 	10	REGION 10: RICHARDSON	 
057912120	N	0	0	0	TOWNLEY EL	 	N	N	N	N	N	N	N	N	N	N	N	73	50	898	Y	659	44	30	1200	Y	528	77	55	800	Y	618	.	75	.	 	.	DALLAS	057	82	11.4	717	745	579	77.7	281	37.7	M	 	IRVING ISD	05	KG	KG - 05	E	 	 	10	REGION 10: RICHARDSON	 
057912121	N	0	0	0	DAVIS EL	 	N	N	N	N	N	N	N	N	N	N	N	61	50	869	Y	532	37	30	1600	Y	584	64	55	1200	Y	767	.	75	.	 	.	DALLAS	057	150	18.8	798	886	736	83.1	432	48.8	M	 	IRVING ISD	05	KG	KG - 05	E	 	 	10	REGION 10: RICHARDSON	 
057912122	N	0	0	0	GILBERT F M EL	 	N	N	N	N	N	N	N	N	N	N	N	55	50	792	Y	434	41	30	1000	Y	406	75	55	800	Y	602	.	75	.	 	.	DALLAS	057	124	16.1	771	820	755	92.1	581	70.9	M	 	IRVING ISD	05	KG	KG - 05	E	 	 	10	REGION 10: RICHARDSON	 
057912123	N	0	1	0	JACKIE MAE TOWNSELL EL	 	N	N	N	N	N	N	N	N	N	N	N	66	50	895	Y	588	45	30	1200	Y	538	58	55	1200	Y	699	.	75	.	 	.	DALLAS	057	176	20.1	874	955	815	85.3	441	46.2	M	 	IRVING ISD	05	KG	KG - 05	E	 	 	10	REGION 10: RICHARDSON	 
057912124	N	0	0	0	JOHN W AND MARGIE STIPES EL	 	N	N	N	N	N	N	N	N	N	N	N	74	50	848	Y	626	42	30	1600	Y	674	75	55	700	Y	527	.	75	.	 	.	DALLAS	057	80	12.8	623	710	469	66.1	325	45.8	M	 	IRVING ISD	05	KG	KG - 05	E	 	 	10	REGION 10: RICHARDSON	 
057912161	N	 	 	 	CLIFTON EARLY CHILDHOOD	 	N	N	N	N	Y	N	N	A	N	N	N	.	.	.	P	.	.	30	0	P	.	.	.	0	P	.	.	.	.	P	.	DALLAS	057	.	.	.	732	621	84.8	394	53.8	M	 	IRVING ISD	PK	EE	EE - PK	E	057912107	HALEY T EL	10	REGION 10: RICHARDSON	 
057912162	N	 	 	 	PIERCE EARLY CHILDHOOD	 	N	N	N	N	Y	N	N	A	N	N	N	.	.	.	P	.	.	30	0	P	.	.	.	0	P	.	.	.	.	P	.	DALLAS	057	.	.	.	631	586	92.9	465	73.7	I	 	IRVING ISD	PK	EE	EE - PK	E	057912114	SCHULZE EL	10	REGION 10: RICHARDSON	 
057912163	N	 	 	 	KINKEADE EARLY CHILDHOOD	 	N	N	N	N	Y	N	N	A	N	N	N	.	.	.	P	.	.	30	0	P	.	.	.	0	P	.	.	.	.	P	.	DALLAS	057	.	.	.	708	619	87.4	446	63	M	 	IRVING ISD	PK	EE	EE - PK	E	057912106	HALEY J EL	10	REGION 10: RICHARDSON	 
057913001	N	0	0	0	LANCASTER H S	 	N	N	N	N	N	N	N	N	N	N	N	64	50	5794	Y	3705	17	17	2400	Y	414	62	55	1000	Y	621	94	75	700	Y	656.2	DALLAS	057	361	19.2	1876	1673	1298	77.6	29	1.7	M	 	LANCASTER ISD	12	09	09 - 12	S	 	 	10	REGION 10: RICHARDSON	 
057913041	N	1	1	1	LANCASTER MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	78	50	2972	Y	2312	44	29	1200	Y	526	77	55	1500	Y	1159	.	75	.	 	.	DALLAS	057	229	22.9	998	953	804	84.4	46	4.8	M	 	LANCASTER ISD	08	06	06 - 08	M	 	 	10	REGION 10: RICHARDSON	 
057913042	N	0	0	0	G W CARVER 6TH GRADE STEM LEARNING	 	N	N	N	N	N	N	N	N	N	N	N	59	50	871	Y	516	26	29	1600	N	410	56	55	400	Y	222	.	75	.	 	.	DALLAS	057	87	16.3	534	464	401	86.4	44	9.5	I	 	LANCASTER ISD	06	06	06 - 06	M	 	 	10	REGION 10: RICHARDSON	 
057913101	N	0	1	0	PLEASANT RUN EL	 	N	N	N	N	N	N	N	N	N	N	N	70	50	498	Y	349	43	30	1000	Y	431	63	55	700	Y	439	.	75	.	 	.	DALLAS	057	54	17.7	305	371	343	92.5	120	32.3	M	 	LANCASTER ISD	05	PK	PK - 05	E	 	 	10	REGION 10: RICHARDSON	 
057913102	N	0	0	0	HOUSTON EL	 	N	N	N	N	N	N	N	N	N	N	N	55	50	507	Y	280	39	30	800	Y	309	52	55	800	N	413	.	75	.	 	.	DALLAS	057	75	15	499	657	554	84.3	192	29.2	I	 	LANCASTER ISD	05	PK	PK - 05	E	 	 	10	REGION 10: RICHARDSON	 
057913103	N	0	1	1	WEST MAIN EL	 	N	N	N	N	N	N	N	N	N	N	N	67	50	253	Y	169	45	30	800	Y	356	65	55	600	Y	387	.	75	.	 	.	DALLAS	057	75	32.2	233	290	255	87.9	39	13.4	M	 	LANCASTER ISD	05	PK	PK - 05	E	 	 	10	REGION 10: RICHARDSON	 
057913106	N	0	0	0	ROSA PARKS/MILLBROOK EL	 	N	N	N	N	N	N	N	N	N	N	N	58	50	492	Y	285	55	30	800	Y	436	54	55	800	N	430	.	75	.	 	.	DALLAS	057	96	23.9	401	485	413	85.2	6	1.2	I	 	LANCASTER ISD	05	EE	EE - 05	E	 	 	10	REGION 10: RICHARDSON	 
057913107	N	0	0	0	ROLLING HILLS EL	 	N	N	N	N	N	N	N	N	N	N	N	64	50	489	Y	315	33	30	800	Y	261	64	55	800	Y	509	.	75	.	 	.	DALLAS	057	102	24.8	412	539	434	80.5	13	2.4	M	 	LANCASTER ISD	05	EE	EE - 05	E	 	 	10	REGION 10: RICHARDSON	 
057913109	N	0	0	0	BELT LINE EL	 	N	N	N	N	N	N	N	N	N	N	N	60	50	693	Y	413	42	30	800	Y	333	56	55	800	Y	446	.	75	.	 	.	DALLAS	057	125	26.9	464	558	484	86.7	5	0.9	M	 	LANCASTER ISD	05	PK	PK - 05	E	 	 	10	REGION 10: RICHARDSON	 
057913110	N	1	0	0	LANCASTER EL	 	N	N	N	N	N	N	N	N	N	N	N	76	50	430	Y	327	44	30	800	Y	353	71	55	800	Y	569	.	75	.	 	.	DALLAS	057	96	23.6	407	545	451	82.8	24	4.4	M	 	LANCASTER ISD	05	PK	PK - 05	E	 	 	10	REGION 10: RICHARDSON	 
