CAMPUS	CAD_GAP	CAD_MATH	CAD_POST	CAD_PROGRESS	CAD_READ	CAD_SCIE	CAD_SOCI	CAMPNAME	CFLAEATYPE	CFLAEC	CFLALTED	CFLCHART	CFLDAEP	CFLEEK	CFLJJ	CFLNEWCAMP	CFLPAIR	CFLPAIRD	CFLPAIRO	CFLRTF	CI1	CI1_CUT	CI1_MAXPTS	CI1_MET	CI1_TOTPTS	CI2	CI2_CUT	CI2_MAXPTS	CI2_MET	CI2_TOTPTS	CI3	CI3_CUT	CI3_MAXPTS	CI3_MET	CI3_TOTPTS	CI4	CI4_CUT	CI4_GRD_WGT	CI4_MET	CI4_PSG_WGT	CI4_RHS_WGT	CI4_STR_WGT	CNTYNAME	COUNTY	CPEMALLC	CPEMALLP	CPEMALLT	CPETALLC	CPETECOC	CPETECOP	CPETLEPC	CPETLEPP	C_RATING	C_UPDATE	DISTNAME	DISTRICT	GRDHIGH	GRDLOW	GRDSPAN	GRDTYPE	PAIRCAMP	PAIRNAME	REGION	REGNNAME
061902114	0	 	0	0	0	0	 	MCAULIFFE EL	 	N	N	N	N	N	N	N	N	N	N	N	91	60	429	Y	390	48	30	400	Y	190	51	28	400	Y	204	55	12	.	Y	.	.	55	DENTON	061	21	5.1	408	516	29	5.6	10	1.9	M	 	LEWISVILLE ISD	061902	05	EE	EE - 05	E	 	 	11	REGION 11: FORT WORTH
061902115	0	 	0	0	0	0	 	B B OWEN EL	 	N	N	N	N	N	N	N	N	N	N	N	82	60	314	Y	257	43	30	600	Y	255	43	28	1000	Y	427	27	12	.	Y	.	.	27	DENTON	061	38	9.8	389	494	249	50.4	36	7.3	M	 	LEWISVILLE ISD	061902	05	EE	EE - 05	E	 	 	11	REGION 11: FORT WORTH
061902116	1	 	0	1	0	0	 	CREEKSIDE EL	 	N	N	N	N	N	N	N	N	N	N	N	83	60	312	Y	260	48	30	1000	Y	480	43	28	1400	Y	600	30	12	.	Y	.	.	29.8	DENTON	061	61	15.2	402	492	293	59.6	145	29.5	M	 	LEWISVILLE ISD	061902	05	KG	KG - 05	E	 	 	11	REGION 11: FORT WORTH
061902117	1	 	0	1	0	1	 	DONALD EL	 	N	N	N	N	N	N	N	N	N	N	N	91	60	405	Y	370	61	30	400	Y	243	56	28	800	Y	448	49	12	.	Y	.	.	48.7	DENTON	061	22	5.2	425	496	46	9.3	24	4.8	M	 	LEWISVILLE ISD	061902	05	EE	EE - 05	E	 	 	11	REGION 11: FORT WORTH
061902118	0	 	0	0	0	0	 	HEBRON VALLEY EL	 	N	N	N	N	N	N	N	N	N	N	N	88	60	516	Y	453	49	30	1200	Y	582	44	28	1000	Y	441	40	12	.	Y	.	.	40.2	DENTON	061	52	9.9	524	599	150	25	108	18	M	 	LEWISVILLE ISD	061902	05	EE	EE - 05	E	 	 	11	REGION 11: FORT WORTH
061902119	0	 	0	0	0	0	 	ETHRIDGE EL	 	N	N	N	N	N	N	N	N	N	N	N	85	60	395	Y	335	50	30	800	Y	398	45	28	1400	Y	629	42	12	.	Y	.	.	41.5	DENTON	061	38	8.1	468	511	128	25	36	7	M	 	LEWISVILLE ISD	061902	05	KG	KG - 05	E	 	 	11	REGION 11: FORT WORTH
061902120	0	 	0	0	0	0	 	GARDEN RIDGE EL	 	N	N	N	N	N	N	N	N	N	N	N	89	60	408	Y	363	48	30	600	Y	287	53	28	1400	Y	735	51	12	.	Y	.	.	50.8	DENTON	061	41	9.7	423	463	48	10.4	21	4.5	M	 	LEWISVILLE ISD	061902	05	EE	EE - 05	E	 	 	11	REGION 11: FORT WORTH
061902121	0	 	0	0	0	0	 	MORNINGSIDE EL	 	N	N	N	N	N	N	N	N	N	N	N	92	60	367	Y	336	46	30	400	Y	183	53	28	1000	Y	534	59	12	.	Y	.	.	58.8	DENTON	061	34	8.7	390	429	72	16.8	34	7.9	M	 	LEWISVILLE ISD	061902	05	KG	KG - 05	E	 	 	11	REGION 11: FORT WORTH
061902122	0	 	0	0	0	0	 	HERITAGE EL	 	N	N	N	N	N	N	N	N	N	N	N	89	60	619	Y	551	42	30	600	Y	252	54	28	400	Y	215	51	12	.	Y	.	.	51.3	DENTON	061	38	6.2	611	650	24	3.7	13	2	M	 	LEWISVILLE ISD	061902	05	KG	KG - 05	E	 	 	11	REGION 11: FORT WORTH
061902123	0	 	0	0	0	0	 	OLD SETTLERS EL	 	N	N	N	N	N	N	N	N	N	N	N	91	60	590	Y	537	43	30	800	Y	346	54	28	1400	Y	759	59	12	.	Y	.	.	58.5	DENTON	061	28	4.7	601	636	25	3.9	16	2.5	M	 	LEWISVILLE ISD	061902	05	KG	KG - 05	E	 	 	11	REGION 11: FORT WORTH
061902124	0	 	0	0	0	0	 	PARKWAY EL	 	N	N	N	N	N	N	N	N	N	N	N	75	60	321	Y	242	39	30	800	Y	310	33	28	1000	Y	330	40	12	.	Y	.	.	40.3	DENTON	061	56	11.5	487	539	260	48.2	181	33.6	M	 	LEWISVILLE ISD	061902	05	KG	KG - 05	E	 	 	11	REGION 11: FORT WORTH
061902125	0	 	0	0	0	0	 	POLSER EL	 	N	N	N	N	N	N	N	N	N	N	N	76	60	295	Y	224	39	30	600	Y	233	40	28	1000	Y	404	31	12	.	Y	.	.	31.4	DENTON	061	69	17.7	389	466	225	48.3	89	19.1	M	 	LEWISVILLE ISD	061902	05	EE	EE - 05	E	 	 	11	REGION 11: FORT WORTH
061902126	0	 	0	1	0	0	 	PRAIRIE TRAIL ELEMENTARY	 	N	N	N	N	N	N	N	N	N	N	N	90	60	504	Y	452	54	30	600	Y	321	52	28	1400	Y	727	60	12	.	Y	.	.	60.3	DENTON	061	28	5.8	485	608	66	10.9	40	6.6	M	 	LEWISVILLE ISD	061902	05	KG	KG - 05	E	 	 	11	REGION 11: FORT WORTH
061902127	0	 	0	0	0	0	 	VALLEY RIDGE EL	 	N	N	N	N	N	N	N	N	N	N	N	77	60	463	Y	355	40	30	1000	Y	399	38	28	1200	Y	452	30	12	.	Y	.	.	29.5	DENTON	061	37	7.4	497	529	165	31.2	29	5.5	M	 	LEWISVILLE ISD	061902	05	KG	KG - 05	E	 	 	11	REGION 11: FORT WORTH
061902128	1	 	0	0	1	0	 	FOREST VISTA EL	 	N	N	N	N	N	N	N	N	N	N	N	91	60	486	Y	442	51	30	600	Y	306	55	28	1400	Y	772	61	12	.	Y	.	.	60.8	DENTON	061	25	5.7	441	544	58	10.7	28	5.1	M	 	LEWISVILLE ISD	061902	05	EE	EE - 05	E	 	 	11	REGION 11: FORT WORTH
061902129	 	 	0	0	1	0	 	BRIDLEWOOD EL	 	N	N	N	N	N	N	N	N	N	N	N	96	60	482	Y	464	55	30	400	Y	220	.	28	0	Z	.	61	12	.	Y	.	.	61	DENTON	061	20	4.2	474	467	4	0.9	4	0.9	M	 	LEWISVILLE ISD	061902	05	KG	KG - 05	E	 	 	11	REGION 11: FORT WORTH
061902130	0	 	0	0	0	0	 	WELLINGTON EL	 	N	N	N	N	N	N	N	N	N	N	N	94	60	674	Y	633	55	30	800	Y	437	62	28	1200	Y	743	64	12	.	Y	.	.	63.8	DENTON	061	26	3.6	713	899	31	3.4	54	6	M	 	LEWISVILLE ISD	061902	05	EE	EE - 05	E	 	 	11	REGION 11: FORT WORTH
061902131	0	 	0	0	0	0	 	SOUTHRIDGE EL	 	N	N	N	N	N	N	N	N	N	N	N	67	60	441	Y	297	33	30	800	Y	267	32	28	1600	Y	512	18	12	.	Y	.	.	17.8	DENTON	061	179	25.5	701	690	487	70.6	206	29.9	M	 	LEWISVILLE ISD	061902	05	KG	KG - 05	E	 	 	11	REGION 11: FORT WORTH
061902132	0	 	0	0	0	0	 	HOMESTEAD EL	 	N	N	N	N	N	N	N	N	N	N	N	88	60	485	Y	425	46	30	800	Y	370	46	28	1000	Y	461	52	12	.	Y	.	.	52.3	DENTON	061	41	7.4	552	592	96	16.2	60	10.1	M	 	LEWISVILLE ISD	061902	05	KG	KG - 05	E	 	 	11	REGION 11: FORT WORTH
061902133	0	 	0	0	0	0	 	BLUEBONNET ELEMENTARY	 	N	N	N	N	N	N	N	N	N	N	N	91	60	480	Y	439	55	30	600	Y	329	46	28	1200	Y	551	63	12	.	Y	.	.	62.7	DENTON	061	33	7.3	450	495	26	5.3	27	5.5	M	 	LEWISVILLE ISD	061902	05	KG	KG - 05	E	 	 	11	REGION 11: FORT WORTH
061902134	0	 	0	0	0	0	 	TOM HICKS EL	 	N	N	N	N	N	N	N	N	N	N	N	90	60	541	Y	489	53	30	600	Y	320	52	28	1400	Y	730	52	12	.	Y	.	.	52	DENTON	061	41	7.4	554	613	31	5.1	31	5.1	M	 	LEWISVILLE ISD	061902	05	EE	EE - 05	E	 	 	11	REGION 11: FORT WORTH
061902135	0	 	0	1	0	0	 	LIBERTY EL	 	N	N	N	N	N	N	N	N	N	N	N	93	60	669	Y	622	56	30	600	Y	336	60	28	1000	Y	602	62	12	.	Y	.	.	62	DENTON	061	28	4.2	669	656	9	1.4	9	1.4	M	 	LEWISVILLE ISD	061902	05	KG	KG - 05	E	 	 	11	REGION 11: FORT WORTH
061902136	1	 	0	1	0	0	 	CASTLE HILLS EL	 	N	N	N	N	N	N	N	N	N	N	N	97	60	599	Y	580	57	30	800	Y	452	65	28	1000	Y	649	63	12	.	Y	.	.	63	DENTON	061	30	4.4	676	729	8	1.1	29	4	M	 	LEWISVILLE ISD	061902	05	KG	KG - 05	E	 	 	11	REGION 11: FORT WORTH
061902138	0	 	0	0	0	0	 	MARJORY VICKERY ELEMENTARY	 	N	N	N	N	N	N	N	N	N	N	N	75	60	332	Y	248	44	30	800	Y	351	39	28	1400	Y	541	32	12	.	Y	.	.	32	DENTON	061	46	9.2	498	537	306	57	209	38.9	M	 	LEWISVILLE ISD	061902	05	KG	KG - 05	E	 	 	11	REGION 11: FORT WORTH
061902139	0	 	0	0	0	0	 	ROCKBROOK EL	 	N	N	N	N	N	N	N	N	N	N	N	67	60	508	Y	340	40	30	800	Y	317	33	28	1400	Y	463	21	12	.	Y	.	.	21	DENTON	061	158	23.5	672	777	410	52.8	79	10.2	M	 	LEWISVILLE ISD	061902	05	PK	PK - 05	E	 	 	11	REGION 11: FORT WORTH
061902140	0	 	0	0	0	0	 	COYOTE RIDGE EL	 	N	N	N	N	N	N	N	N	N	N	N	83	60	509	Y	424	40	30	1400	Y	560	42	28	1200	Y	499	40	12	.	Y	.	.	39.8	DENTON	061	54	10	538	614	153	24.9	81	13.2	M	 	LEWISVILLE ISD	061902	05	EE	EE - 05	E	 	 	11	REGION 11: FORT WORTH
061902141	 	 	 	 	 	 	 	LILLIE J JACKSON EARLY CHILDHOOD C	 	N	N	N	N	Y	N	N	Y	Y	N	N	.	.	.	P	.	.	.	0	P	.	.	.	0	P	.	.	.	.	P	.	.	.	DENTON	061	.	.	.	704	558	79.3	465	66.1	M	 	LEWISVILLE ISD	061902	PK	EE	EE - PK	E	061902000	LEWISVILLE ISD	11	REGION 11: FORT WORTH
061902142	0	 	1	0	0	1	 	INDEPENDENCE EL	 	N	N	N	N	N	N	N	N	N	N	N	74	60	406	Y	302	41	30	800	Y	330	38	28	1400	Y	535	46	12	.	Y	.	.	46.3	DENTON	061	79	14.8	533	789	412	52.2	428	54.2	M	 	LEWISVILLE ISD	061902	05	EE	EE - 05	E	 	 	11	REGION 11: FORT WORTH
061902143	0	 	0	0	0	0	 	LEWISVILLE EL	 	N	N	N	N	N	N	N	N	N	N	N	57	60	481	N	275	44	30	800	Y	348	26	28	1600	N	422	15	12	.	Y	.	.	15	DENTON	061	158	22.1	716	809	671	82.9	374	46.2	I	 	LEWISVILLE ISD	061902	05	KG	KG - 05	E	 	 	11	REGION 11: FORT WORTH
061903001	0	0	0	0	0	0	0	PILOT POINT H S	 	N	N	N	N	N	N	N	N	N	N	N	86	60	496	Y	426	15	15	600	Y	92	44	31	1600	Y	697	86	57	24.8	Y	25	22.2	13.6	DENTON	061	58	12.5	464	430	189	44	31	7.2	M	 	PILOT POINT ISD	061903	12	09	09 - 12	S	 	 	11	REGION 11: FORT WORTH
061903002	 	 	 	 	 	 	 	DENTON CO J J A E P	 	N	N	N	N	N	Y	N	N	N	N	N	.	60	.	X	.	.	15	0	X	.	.	31	0	X	.	.	.	.	X	.	.	.	DENTON	061	2	100	2	1	1	100	0	0	X	 	PILOT POINT ISD	061903	11	11	11 - 11	S	 	 	11	REGION 11: FORT WORTH
061903041	0	1	0	1	0	0	1	PILOT POINT SELZ MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	77	60	567	Y	436	45	28	800	Y	356	40	27	1800	Y	722	32	13	.	Y	.	.	32.3	DENTON	061	24	10.3	232	232	124	53.4	35	15.1	M	 	PILOT POINT ISD	061903	08	07	07 - 08	M	 	 	11	REGION 11: FORT WORTH
061903101	 	 	 	 	 	 	 	PILOT POINT EL	 	N	N	N	N	N	N	N	Y	N	N	N	.	.	.	P	.	.	.	0	P	.	.	.	0	P	.	.	.	.	P	.	.	.	DENTON	061	24	11.4	211	318	183	57.5	112	35.2	M	 	PILOT POINT ISD	061903	02	EE	EE - 02	E	061903102	PILOT POINT INT	11	REGION 11: FORT WORTH
061903102	0	 	0	0	0	0	 	PILOT POINT INT	 	N	N	N	N	N	N	N	N	N	Y	N	74	60	554	Y	408	36	30	800	Y	284	35	28	1200	Y	421	34	12	.	Y	.	.	34.3	DENTON	061	44	10.1	434	407	214	52.6	100	24.6	M	 	PILOT POINT ISD	061903	06	03	03 - 06	E	 	 	11	REGION 11: FORT WORTH
061905001	0	0	0	0	0	0	0	KRUM H S	 	N	N	N	N	N	N	N	N	N	N	N	87	60	753	Y	656	20	15	600	Y	117	45	31	1400	Y	628	80	57	23.7	Y	18.8	24	13.3	DENTON	061	61	10.5	579	596	162	27.2	15	2.5	M	 	KRUM ISD	061905	12	09	09 - 12	S	 	 	11	REGION 11: FORT WORTH
061905041	0	0	0	0	0	0	0	KRUM MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	80	60	880	Y	700	33	28	600	Y	200	32	27	1600	Y	514	34	13	.	Y	.	.	33.7	DENTON	061	58	11.9	487	486	175	36	21	4.3	M	 	KRUM ISD	061905	08	06	06 - 08	M	 	 	11	REGION 11: FORT WORTH
061905101	0	 	0	0	0	 	 	DYER EL	 	N	N	N	N	N	N	N	N	N	Y	N	83	60	143	Y	119	36	30	200	Y	71	43	28	400	Y	171	43	12	.	Y	.	.	42.5	DENTON	061	31	9.3	334	298	121	40.6	48	16.1	M	 	KRUM ISD	061905	03	02	02 - 03	E	 	 	11	REGION 11: FORT WORTH
061905102	0	 	0	0	0	1	 	BLANCHE DODD INT	 	N	N	N	N	N	N	N	N	N	N	N	83	60	546	Y	451	39	30	800	Y	308	39	28	1200	Y	463	25	12	.	Y	.	.	25	DENTON	061	38	10.7	356	309	107	34.6	30	9.7	M	 	KRUM ISD	061905	05	04	04 - 05	E	 	 	11	REGION 11: FORT WORTH
061905103	 	 	 	 	 	 	 	KRUM EARLY EDUCATION CENTER	 	N	N	N	N	N	N	N	Y	N	N	N	.	.	.	P	.	.	.	0	P	.	.	.	0	P	.	.	.	.	P	.	.	.	DENTON	061	20	13.2	151	374	181	48.4	53	14.2	M	 	KRUM ISD	061905	01	EE	EE - 01	E	061905101	DYER EL	11	REGION 11: FORT WORTH
061906001	0	1	1	0	0	0	0	PONDER H S	 	N	N	N	N	N	N	N	N	N	N	N	88	60	556	Y	490	27	15	400	Y	107	46	31	800	Y	369	84	57	24.4	Y	23.6	23.3	13.1	DENTON	061	51	12.7	402	399	116	29.1	3	0.8	M	 	PONDER ISD	061906	12	09	09 - 12	S	 	 	11	REGION 11: FORT WORTH
061906041	0	0	0	0	0	1	1	PONDER J H	 	N	N	N	N	N	N	N	N	N	N	N	82	60	537	Y	440	33	28	600	Y	197	42	27	1000	Y	419	37	13	.	Y	.	.	37.3	DENTON	061	30	8.8	340	291	116	39.9	9	3.1	M	 	PONDER ISD	061906	08	06	06 - 08	M	 	 	11	REGION 11: FORT WORTH
061906101	1	 	1	0	0	0	 	PONDER EL	 	N	N	N	N	N	N	N	N	N	N	N	82	60	397	Y	327	47	30	600	Y	279	43	28	800	Y	345	40	12	.	Y	.	.	40	DENTON	061	68	14.3	476	610	290	47.5	55	9	M	 	PONDER ISD	061906	05	EE	EE - 05	E	 	 	11	REGION 11: FORT WORTH
061907001	1	1	0	1	0	0	0	AUBREY H S	 	N	N	N	N	N	N	N	N	N	N	N	89	60	751	Y	670	32	15	600	Y	189	54	31	800	Y	434	83	57	25	Y	20.9	20	16.9	DENTON	061	71	12.4	574	585	135	23.1	9	1.5	M	 	AUBREY ISD	061907	12	09	09 - 12	S	 	 	11	REGION 11: FORT WORTH
061907002	 	 	 	 	 	 	 	DENTON CO J J A E P	 	N	N	N	N	N	Y	Y	N	N	N	N	.	60	.	X	.	.	15	0	X	.	.	31	0	X	.	.	.	.	X	.	.	.	DENTON	061	.	.	.	2	1	50	0	0	X	 	AUBREY ISD	061907	11	11	11 - 11	S	 	 	11	REGION 11: FORT WORTH
061907041	0	0	0	0	0	1	0	AUBREY MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	87	60	899	Y	783	35	28	600	Y	211	40	27	1000	Y	401	43	13	.	Y	.	.	43.3	DENTON	061	54	10.8	498	484	130	26.9	14	2.9	M	 	AUBREY ISD	061907	08	06	06 - 08	M	 	 	11	REGION 11: FORT WORTH
061907101	1	 	0	0	0	0	 	HL BROCKETT	 	N	N	N	N	N	N	N	N	N	N	N	91	60	375	Y	343	39	30	400	Y	156	51	28	800	Y	407	41	12	.	Y	.	.	41	DENTON	061	39	8.8	444	500	155	31	33	6.6	M	 	AUBREY ISD	061907	05	KG	KG - 05	E	 	 	11	REGION 11: FORT WORTH
061907102	1	 	1	1	1	1	 	JAMES A MONACO	 	N	N	N	N	N	N	N	N	N	N	N	93	60	413	Y	385	47	30	600	Y	280	55	28	800	Y	436	51	12	.	Y	.	.	51.3	DENTON	061	55	13	422	640	212	33.1	29	4.5	M	 	AUBREY ISD	061907	05	EE	EE - 05	E	 	 	11	REGION 11: FORT WORTH
061908001	0	0	0	0	0	0	0	SANGER H S	 	N	N	N	N	N	N	N	N	N	N	N	81	60	1125	Y	914	15	15	600	Y	91	44	31	1600	Y	699	79	57	23.5	Y	20.6	21.4	13.1	DENTON	061	78	10	780	795	283	35.6	8	1	M	 	SANGER ISD	061908	12	09	09 - 12	S	 	 	11	REGION 11: FORT WORTH
061908002	 	 	 	 	 	 	 	DENTON CO J J A E P	 	N	N	N	N	N	Y	N	N	N	N	N	.	60	.	X	.	.	15	0	X	.	.	31	0	X	.	.	.	.	X	.	.	.	DENTON	061	2	100	2	1	1	100	0	0	X	 	SANGER ISD	061908	09	09	09 - 09	S	 	 	11	REGION 11: FORT WORTH
061908003	 	 	 	 	 	 	 	LINDA TUTT H S	AEC OF CHOICE - DRS	Y	Y	N	N	N	N	N	N	N	N	N	67	35	24	Y	16	.	7	0	Z	.	39	11	200	Y	77	86	33	72.2	Y	.	.	3.9	DENTON	061	31	79.5	39	25	12	48	0	0	A	 	SANGER ISD	061908	12	09	09 - 12	S	 	 	11	REGION 11: FORT WORTH
061908041	0	0	0	0	0	1	0	SANGER MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	79	60	977	Y	773	33	28	600	Y	197	44	27	1800	Y	792	32	13	.	Y	.	.	31.7	DENTON	061	43	9	478	415	160	38.6	9	2.2	M	 	SANGER ISD	061908	08	07	07 - 08	M	 	 	11	REGION 11: FORT WORTH
061908101	0	 	0	0	0	0	 	CLEAR CREEK INT	 	N	N	N	N	N	N	N	N	N	Y	N	86	60	526	Y	450	45	30	600	Y	272	41	28	1000	Y	406	27	12	.	Y	.	.	26.7	DENTON	061	56	14.9	377	359	162	45.1	28	7.8	M	 	SANGER ISD	061908	05	03	03 - 05	E	 	 	11	REGION 11: FORT WORTH
061908102	 	 	 	 	 	 	 	CHISHOLM TRAIL EL	 	N	N	N	N	N	N	N	Y	N	N	N	.	.	.	P	.	.	.	0	P	.	.	.	0	P	.	.	.	.	P	.	.	.	DENTON	061	33	12.3	268	366	176	48.1	52	14.2	M	 	SANGER ISD	061908	02	KG	KG - 02	E	061908101	CLEAR CREEK INT	11	REGION 11: FORT WORTH
061908104	1	 	0	0	0	0	 	BUTTERFIELD EL	 	N	N	N	N	N	N	N	N	N	N	N	87	60	306	Y	266	43	30	600	Y	255	47	28	800	Y	375	35	12	.	Y	.	.	35	DENTON	061	38	9.8	386	500	263	52.6	64	12.8	M	 	SANGER ISD	061908	05	EE	EE - 05	E	 	 	11	REGION 11: FORT WORTH
061908105	0	 	0	0	0	 	 	SANGER SIXTH GRADE CENTER	 	N	N	N	N	N	N	N	N	N	N	N	79	60	165	Y	131	29	28	600	Y	171	38	27	400	Y	151	41	13	.	Y	.	.	40.7	DENTON	061	20	9.3	215	182	85	46.7	7	3.8	M	 	SANGER ISD	061908	06	06	06 - 06	M	 	 	11	REGION 11: FORT WORTH
061910001	1	1	1	1	1	1	1	ARGYLE H S	 	N	N	N	N	N	N	N	N	N	N	N	98	60	788	Y	770	32	15	400	Y	126	59	31	800	Y	474	88	57	25	Y	20.5	23.6	18.6	DENTON	061	49	6.8	718	711	66	9.3	5	0.7	M	 	ARGYLE ISD	061910	12	09	09 - 12	S	 	 	11	REGION 11: FORT WORTH
061910041	0	0	0	1	1	1	0	ARGYLE MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	92	60	905	Y	833	50	28	600	Y	302	45	27	1000	Y	449	54	13	.	Y	.	.	53.7	DENTON	061	25	7.1	351	347	32	9.2	3	0.9	M	 	ARGYLE ISD	061910	08	07	07 - 08	M	 	 	11	REGION 11: FORT WORTH
061910042	1	 	0	1	0	0	 	ARGYLE INT	 	N	N	N	N	N	N	N	N	N	N	N	97	60	415	Y	404	45	28	400	Y	178	58	27	400	Y	230	63	13	.	Y	.	.	62.5	DENTON	061	30	10.2	295	291	30	10.3	4	1.4	M	 	ARGYLE ISD	061910	06	05	05 - 06	M	 	 	11	REGION 11: FORT WORTH
061910101	0	 	0	0	0	 	 	HILLTOP EL	 	N	N	N	N	N	N	N	N	N	N	N	88	60	440	Y	385	36	30	600	Y	214	38	28	600	Y	230	37	12	.	Y	.	.	37	DENTON	061	51	9.9	513	700	110	15.7	48	6.9	M	 	ARGYLE ISD	061910	04	EE	EE - 04	E	 	 	11	REGION 11: FORT WORTH
061911001	0	0	0	0	0	0	0	NORTHWEST H S	 	N	N	N	N	N	N	N	N	N	N	N	84	60	3586	Y	3000	18	15	1200	Y	217	44	31	2400	Y	1058	79	57	22.4	Y	21.2	19.6	15.9	DENTON	061	331	11.6	2859	2790	570	20.4	44	1.6	M	 	NORTHWEST ISD	061911	12	09	09 - 12	S	 	 	11	REGION 11: FORT WORTH
061911003	 	 	 	 	 	 	 	DENTON CREEK	RESIDENTIAL FACILITY	N	Y	N	N	N	N	N	N	N	N	Y	.	35	0	X	0	.	7	0	X	.	.	11	0	X	.	.	.	.	X	.	.	.	DENTON	061	105	97.2	108	29	0	0	5	17.2	X	 	NORTHWEST ISD	061911	10	09	09 - 10	S	 	 	11	REGION 11: FORT WORTH
061911005	 	 	 	 	 	 	 	DENTON CO J J A E P	 	N	N	N	N	N	Y	Y	N	N	N	N	.	60	.	X	.	.	15	0	X	.	.	31	0	X	.	.	.	.	X	.	.	.	DENTON	061	1	100	1	1	0	0	0	0	X	 	NORTHWEST ISD	061911	09	09	09 - 09	S	 	 	11	REGION 11: FORT WORTH
061911007	0	0	0	0	0	0	1	BYRON NELSON H S	 	N	N	N	N	N	N	N	N	N	N	N	91	60	3192	Y	2920	25	15	1400	Y	353	50	31	2400	Y	1199	86	57	24.2	Y	21.6	22.2	18.1	DENTON	061	264	10.8	2455	2552	336	13.2	45	1.8	M	 	NORTHWEST ISD	061911	12	09	09 - 12	S	 	 	11	REGION 11: FORT WORTH
061911008	 	 	 	 	 	 	 	TARRANT COUNTY JJAEP	 	N	N	N	N	N	Y	Y	N	N	N	N	.	60	.	X	.	.	15	0	X	.	.	31	0	X	.	.	.	.	X	.	.	.	DENTON	061	.	.	.	1	0	0	0	0	X	 	NORTHWEST ISD	061911	12	12	12 - 12	S	 	 	11	REGION 11: FORT WORTH
061911010	1	0	1	0	1	0	1	JAMES M STEELE ACCELERATED H S	 	N	N	N	N	N	N	N	N	N	N	N	97	60	141	Y	137	28	15	400	Y	110	50	31	600	Y	299	88	57	23.2	Y	22.5	22.2	19.9	DENTON	061	38	29.2	130	120	29	24.2	3	2.5	M	 	NORTHWEST ISD	061911	12	09	09 - 12	S	 	 	11	REGION 11: FORT WORTH
061911042	0	0	0	0	0	0	0	MEDLIN MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	94	60	2183	Y	2060	45	28	1400	Y	636	57	27	2600	Y	1479	61	13	.	Y	.	.	61.3	DENTON	061	77	7.3	1062	1078	97	9	15	1.4	M	 	NORTHWEST ISD	061911	08	06	06 - 08	M	 	 	11	REGION 11: FORT WORTH
061911043	1	0	0	1	0	0	0	GENE PIKE MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	86	60	1551	Y	1327	43	28	1200	Y	514	49	27	2000	Y	970	39	13	.	Y	.	.	38.5	DENTON	061	70	8.6	815	743	219	29.5	33	4.4	M	 	NORTHWEST ISD	061911	08	06	06 - 08	M	 	 	11	REGION 11: FORT WORTH
061911044	0	0	0	0	0	0	0	CHISHOLM TRAIL MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	85	60	1790	Y	1521	40	28	1400	Y	554	43	27	2000	Y	854	39	13	.	Y	.	.	39.3	DENTON	061	75	8.1	922	899	237	26.4	36	4	M	 	NORTHWEST ISD	061911	08	06	06 - 08	M	 	 	11	REGION 11: FORT WORTH
061911045	0	0	0	0	0	0	0	JOHN M TIDWELL MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	89	60	2080	Y	1856	42	28	1400	Y	591	52	27	2800	Y	1452	52	13	.	Y	.	.	51.6	DENTON	061	92	8.8	1049	1048	216	20.6	36	3.4	M	 	NORTHWEST ISD	061911	08	06	06 - 08	M	 	 	11	REGION 11: FORT WORTH
061911046	0	0	0	0	0	0	0	TRUETT WILSON MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	90	60	1699	Y	1532	38	28	1200	Y	452	51	27	2000	Y	1012	45	13	.	Y	.	.	45.2	DENTON	061	76	9.3	815	844	109	12.9	14	1.7	M	 	NORTHWEST ISD	061911	08	06	06 - 08	M	 	 	11	REGION 11: FORT WORTH
061911101	0	 	0	0	0	0	 	HASLET EL	 	N	N	N	N	N	N	N	N	N	N	N	92	60	347	Y	320	43	30	400	Y	171	41	28	600	Y	246	48	12	.	Y	.	.	48	DENTON	061	17	4.3	400	403	31	7.7	13	3.2	M	 	NORTHWEST ISD	061911	05	KG	KG - 05	E	 	 	11	REGION 11: FORT WORTH
061911102	0	 	0	0	0	0	 	JUSTIN EL	 	N	N	N	N	N	N	N	N	N	N	N	75	60	410	Y	309	43	30	600	Y	259	34	28	800	Y	268	29	12	.	Y	.	.	28.7	DENTON	061	57	12.8	444	504	157	31.2	47	9.3	M	 	NORTHWEST ISD	061911	05	PK	PK - 05	E	 	 	11	REGION 11: FORT WORTH
061911106	0	 	0	0	0	0	 	LAKEVIEW EL	 	N	N	N	N	N	N	N	N	N	N	N	93	60	463	Y	431	53	30	400	Y	211	55	28	800	Y	436	61	12	.	Y	.	.	60.7	DENTON	061	34	6.9	491	565	21	3.7	8	1.4	M	 	NORTHWEST ISD	061911	05	KG	KG - 05	E	 	 	11	REGION 11: FORT WORTH
